ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,Unnamed: 0
002465.SZ,20190419,20181231,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,38329933,1.66,0
002466.SZ,20190329,20181231,吕永祥,5126955,0.45,0
002467.SZ,20190330,20181231,张大庆,10185000,1.28,0
002468.SZ,20190410,20181231,陈小英,40568472,2.65,0
002469.SZ,20190322,20181231,孙波,9073500,1.8,0
002470.SZ,20190430,20181231,万连步,580721571,17.65,0
002471.SZ,20190329,20181231,杨飞,8608749,0.68,0
002472.SZ,20190420,20181231,叶继明,26725440,3.89,0
002473.SZ,20190301,20181231,钟文杰,1238000,0.77,0
002474.SZ,20190402,20181231,陈明平,5396146,0.87,0
002475.SZ,20190416,20181231,中国工商银行股份有限公司-东方红中国优势灵活配置混合型证券投资基金,44677266,1.09,0
002476.SZ,20190419,20181231,于特德,2174188,0.36,0
002478.SZ,20190426,20181231,周弘恺,7500035,0.78,0
002479.SZ,20190429,20181231,浙江富春江通信集团有限公司,302635358,33.85,0
002480.SZ,20190426,20181231,新津聚英科技发展有限公司,16092000,2.45,0
002481.SZ,20190416,20181231,李映菲,22554415,1.81,0
002482.SZ,20190420,20181231,叶远西,192000000,12.49,0
002483.SZ,20190416,20181231,袁海国,2861928,0.43,0
002484.SZ,20190425,20181231,亿威投资有限公司,259584000,31.84,0
002485.SZ,20190416,20181231,华鑫国际信托有限公司-华鑫信托·华鹏71号集合资金信托计划,3037220,0.56,0
002486.SZ,20190328,20181231,黄伟国,25350000,3.05,0
002487.SZ,20190426,20181231,金鑫,7745625,1.41,0
002488.SZ,20190427,20181231,上海财通资产-海通证券-财通资产-金固股份高管定增特定多个客户专项资产管理计划,27223230,2.69,0
002489.SZ,20190423,20181231,临海市永强投资有限公司,825492924,37.94,0
002490.SZ,20190323,20181231,张云三,32168400,4.03,0
002491.SZ,20190425,20181231,通鼎集团有限公司,474475921,37.61,0
002492.SZ,20190330,20181231,张辛聿,9150000,2.26,0
002493.SZ,20190417,20181231,许月娟,64350000,1.02,0
002494.SZ,20190226,20181231,李鹏,1536848,0.3986,0
002495.SZ,20190427,20181231,岑爱珍,2464300,0.26,0
002496.SZ,20190427,20181231,仲玉容,72604100,4.82,0
002497.SZ,20190429,20181231,张婷,31900000,3.32,0
002498.SZ,20190424,20181231,辜志红,6013607,0.18,0
002499.SZ,20190425,20181231,陈国忠,1996263,1.06,0
002500.SZ,20190423,20181231,郑州市热力总公司,26401342,0.93,0
002501.SZ,20190430,20181231,张永侠,94500000,7.78,0
002502.SZ,20190425,20181231,郭祥彬,174654462,20.31,0
002503.SZ,20190416,20181231,红土创新基金-江苏银行-红土创新红土紫金1号资产管理计划,30158730,0.98,0
002504.SZ,20190424,20181231,林钢,1800000,0.18,0
002505.SZ,20190427,20181231,上海鹏欣(集团)有限公司,1072885282,19.56,0
002506.SZ,20190420,20181231,上海融境股权投资基金中心(有限合伙),310000000,6.12,0
002507.SZ,20190322,20181231,周斌全,10051056,1.27,0
002508.SZ,20190425,20181231,杭州金创投资有限公司,9451985,1,0
002510.SZ,20190330,20181231,董书新,27923586,3.03,0
002511.SZ,20190415,20181231,中信证券-中信银行-中信证券卓越成长股票集合资产管理计划,20280666,1.58,0
002512.SZ,20190430,20181231,珠海植诚投资中心(有限合伙),92976809,8.49,0
002513.SZ,20190416,20181231,王宇,33610001,9.88,0
002514.SZ,20190425,20181231,张萍,4274865,0.77,0
002515.SZ,20190426,20181231,薛长煌,23328000,2.38,0
002516.SZ,20190412,20181231,旷达科技集团股份有限公司回购专用证券账户,26897770,1.79,0
002517.SZ,20190429,20181231,林煜劲,34716679,1.61,0
002518.SZ,20190326,20181231,李祖榆,6688421,1.15,0
002519.SZ,20190423,20181231,张家港汇智投资企业(有限合伙),23460000,2.08,0
002520.SZ,20190426,20181231,财通基金-工商银行-中国对外经济贸易信托-外贸信托·恒盛定向增发投资集合资金信托计划,3102636,0.56,0
002521.SZ,20190413,20181231,李安东,7872899,1.59,0
002522.SZ,20190425,20181231,何雪平,4000000,0.44,0
002523.SZ,20190419,20181231,徐学明,15919028,1.12,0
002524.SZ,20190322,20181231,林春光,25166640,5,0
002526.SZ,20190417,20181231,赵笃学,370632922,20.79,0
002527.SZ,20190430,20181231,张为菊,7838793,1.26,0
002528.SZ,20190427,20181231,许杰非,3491132,0.29,0
002529.SZ,20190429,20181231,杜春刚,1257300,0.48,0
002530.SZ,20190423,20181231,朱文明,65934482,8.4,0
002531.SZ,20190425,20181231,新疆利能股权投资管理合伙企业(有限合伙),24550800,1.38,0
002532.SZ,20190325,20181231,许龙波,26880000,5.34,0
002533.SZ,20190329,20181231,黄喜华,3944700,0.71,0
002534.SZ,20190326,20181231,吴少雄,1156021,0.16,0
002535.SZ,20190430,20181231,郭书生,10741965,1.34,0
002536.SZ,20190426,20181231,潘欣泉,2366755,0.71,0
002537.SZ,20190416,20181231,中信建投基金-广发银行-云南信托-云南信托·晟昱8号集合资金信托计划,21801848,1.75,0
002538.SZ,20190426,20181231,金国清,24560000,3.42,0
002539.SZ,20190306,20181231,覃琥玲,8441000,0.84,0
002540.SZ,20190430,20181231,于丽芬,47385000,3.73,0
002541.SZ,20190330,20181231,万胜平,3712500,0.71,0
002542.SZ,20190429,20181231,银华财富资本-民生银行-中化岩土工程股份有限公司,161948364,8.94,0
002543.SZ,20190427,20181231,广东硕德投资发展有限公司,169650000,29.66,0
002544.SZ,20190426,20181231,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,7501697,1.31,0
002545.SZ,20190425,20181231,新余顺成投资合伙企业(有限合伙),158388752,12.55,0
002546.SZ,20190330,20181231,李明元,3803800,0.46,0
002547.SZ,20190419,20181231,袁静,48300000,4.28,0
002548.SZ,20190329,20181231,深圳市众富盈邦投资管理中心(有限合伙),4395343,1.15,0
002549.SZ,20190322,20181231,胡玉枚,1593830,0.26,0
002550.SZ,20190423,20181231,邹少波,12043249,0.94,0
002551.SZ,20190427,20181231,蒋杏英,2897000,0.41,0
002552.SZ,20190201,20181231,余泽琴,1547700,0.51,0
002553.SZ,20190426,20181231,史建仲,2000000,0.57,0
002554.SZ,20190416,20181231,张海汀,5600000,0.52,0
002555.SZ,20190426,20181231,胡宇航,63830436,3,0
002556.SZ,20190410,20181231,王传友,2178000,0.3,0
002557.SZ,20190412,20181231,万和投资有限公司,37044000,7.31,0
002558.SZ,20190427,20181231,上海巨人投资管理有限公司,564205115,27.87,0
002559.SZ,20190423,20181231,朱鹏程,5034308,1.35,0
002560.SZ,20190423,20181231,侯鳕妍,1000000,0.23,0
002561.SZ,20190330,20181231,童光耀,5606445,1.35,0
002562.SZ,20190429,20181231,钱志明,214182400,24.4,0
002563.SZ,20190426,20181231,郑秋兰,120000000,4.44,0
002564.SZ,20190323,20181231,陈玉忠,131290074,14.87,0
002565.SZ,20190425,20181231,任宝根,24020321,3.39,0
002566.SZ,20190417,20181231,李铁军,1665764,0.5,0
002567.SZ,20190418,20181231,湖南省资产管理有限公司,74360000,8.89,0
002568.SZ,20190424,20181231,张其忠,6087441,1.14,0
002569.SZ,20190429,20181231,中央汇金资产管理有限责任公司,1917700,1.37,0
002570.SZ,20190330,20181231,李森,3384000,0.33,0
002571.SZ,20190417,20181231,新余德尚投资管理有限公司,19600000,5,0
002572.SZ,20190305,20181231,柯建生,177124000,19.18,0
002573.SZ,20190427,20181231,赵双,1797700,0.17,0
002574.SZ,20190420,20181231,黄苏仙,1369353,0.26,0
002575.SZ,20190228,20181231,任智彪,2074400,0.35,0
002576.SZ,20190423,20181231,姜客宇,3349977,2.03,0
002577.SZ,20190420,20181231,龚燕东,540517,0.19,0
002578.SZ,20190402,20181231,黄文喜,49861496,5.05,0
002579.SZ,20190418,20181231,香港中扬电子科技有限公司,71492613,19.18,0
002580.SZ,20190427,20181231,杨玉清,2988870,0.84,0
002581.SZ,20190425,20181231,深圳三道投资管理企业(有限合伙),20152800,3.05,0
002582.SZ,20190419,20181231,杭州浩红投资管理有限公司,65069536,12.62,0
002583.SZ,20190402,20181231,基本养老保险基金八零二组合,24696303,1.34,0
002584.SZ,20190429,20181231,平安资产-工商银行-鑫享3号资产管理产品,8899585,1.52,0
002585.SZ,20190318,20181231,吴迪,67255646,5.82,0
002586.SZ,20190430,20181231,王掌权,12839000,1.12,0
002587.SZ,20190402,20181231,沈毅,6676434,1.08,0
002588.SZ,20190427,20181231,高文班,264518800,22.86,0
002589.SZ,20190430,20181231,汇添富基金-工商银行-汇添富-优势医药企业定增计划4号资产管理计划,59714992,3.97,0
002590.SZ,20190425,20181231,万安集团有限公司,219980700,45.86,0
002591.SZ,20190429,20181231,胡炳恒,6000000,1.96,0
002592.SZ,20190425,20181231,文丽辉,6240968,2.2,0
002593.SZ,20190312,20181231,吴志良,21375000,3.05,0
002594.SZ,20190328,20181231,夏佐全,106077406,3.89,0
002595.SZ,20190328,20181231,中央汇金资产管理有限责任公司,7676200,0.96,0
002596.SZ,20190329,20181231,冯活晓,4977876,0.46,0
002597.SZ,20190319,20181231,程立祥,6768233,1.21,0
002598.SZ,20190329,20181231,章丘市公有资产经营有限公司,93000000,29.81,0
002599.SZ,20190411,20181231,董颖,9450000,2.91,0
002600.SZ,20190420,20181231,陈国狮,98465024,1.44,0
002601.SZ,20190423,20181231,范先国,88582677,4.36,0
002602.SZ,20190427,20181231,邵恒,304796341,13.05,0
002603.SZ,20190425,20181231,吴以红,8620000,0.71,0
002605.SZ,20190430,20181231,邱金兰,9058869,2.28,0
002606.SZ,20190423,20181231,徐建业,1869163,0.46,0
002607.SZ,20190409,20181231,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划,25369100,3.09,0
002608.SZ,20190420,20181231,江苏银行股份有限公司,27900026,0.74,0
002609.SZ,20190426,20181231,刘翠英,114103044,17.15,0
002610.SZ,20190423,20181231,爱康国际控股有限公司,235920200,5.25,0
002611.SZ,20190417,20181231,唐灼棉,135885134,7.39,0
002612.SZ,20190312,20181231,申今花,29889100,7.47,0
002613.SZ,20190426,20181231,高学林,33462159,3.57,0
002614.SZ,20190426,20181231,李五令,140520091,25.02,0
002615.SZ,20190423,20181231,吕丽妃,5751000,1.4,0
002616.SZ,20190228,20181231,张蓐意,13920000,1.88,0
002617.SZ,20190430,20181231,李国千,21781200,1.98,0
002618.SZ,20190426,20181231,深圳市丹侬科技有限公司,33835053,6.18,0
002619.SZ,20190429,20181231,日照银杏树股权投资基金(有限合伙),47760350,2.59,0
002620.SZ,20190427,20181231,戴勇宣,4075642,1.12,0
002621.SZ,20190417,20181231,黄喜山,7124312,2.05,0
002622.SZ,20190429,20181231,陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划,32263200,3.84,0
002623.SZ,20190425,20181231,邹存波,926200,0.58,0
002624.SZ,20190430,20181231,石河子市骏扬股权投资合伙企业(有限合伙),153494594,11.67,0
002625.SZ,20190424,20181231,郑玉英,73697265,3.42,0
002626.SZ,20190427,20181231,厦门金达威集团股份有限公司-第一期员工持股计划,3478812,0.56,0
002627.SZ,20190329,20181231,红塔红土基金-浦发银行-云南信托-云信富春25号单一资金信托,5676457,1.8,0
002628.SZ,20190228,20181231,周维刚,5895752,0.8,0
002629.SZ,20190429,20181231,曾小燕,1335900,0.32,0
002630.SZ,20190403,20181231,黎仁超,272211184,23.05,0
002631.SZ,20190423,20181231,张立新,1676000,0.25,0
002632.SZ,20190430,20181231,吴之华,7900000,1.26,0
002633.SZ,20190426,20181231,何建东,19743784,13.16,0
002634.SZ,20190423,20181231,北京点创先行航空科技有限公司,63297901,13.73,0
002635.SZ,20190417,20181231,吴桂冠,31868278,4.32,0
002636.SZ,20190426,20181231,金安国际科技集团有限公司,186732000,25.65,0
002637.SZ,20190430,20181231,河南正商企业发展集团有限责任公司,34908300,8.24,0
002638.SZ,20190430,20181231,黄灼光,19009523,1.25,0
002639.SZ,20190425,20181231,林汝捷(小),180332200,26.75,0
002640.SZ,20190430,20181231,李鹏臻,56058686,3.6,0
002641.SZ,20190425,20181231,吴玉姐,17594928,1.57,0
002642.SZ,20190425,20181231,吴敏,72762009,11,0
002643.SZ,20190328,20181231,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),12500554,1.37,0
002644.SZ,20190322,20181231,陈俊公,1109226,0.22,0
002645.SZ,20190425,20181231,胡士清,5967000,1.68,0
002646.SZ,20190425,20181231,洪文电,3100000,0.69,0
002647.SZ,20190425,20181231,重庆信三威投资咨询中心(有限合伙)-润泽2号私募基金,20101555,3.59,0
002648.SZ,20190312,20181231,中国建设银行股份有限公司-华宝多策略增长开放式证券投资基金,5169943,0.49,0
002649.SZ,20190325,20181231,梁润升,6551783,1.25,0
002650.SZ,20190426,20181231,肖赛平,70560000,6.13,0
002651.SZ,20190424,20181231,魏勇,135262575,13.29,0
002652.SZ,20190429,20181231,蔡旭艳,24960000,4.87,0
002653.SZ,20190328,20181231,中央汇金资产管理有限责任公司,6732700,0.62,0
002654.SZ,20190417,20181231,苏军,17965605,1.99,0
002655.SZ,20190312,20181231,陈寿能,3965000,1.1,0
002656.SZ,20190426,20181231,翁华银,25765574,3.62,0
002657.SZ,20190419,20181231,董书倩,5414660,1.6,0
002658.SZ,20190320,20181231,赵爱学,2125900,0.35,0
002659.SZ,20190418,20181231,郭林朋,6994200,1.4,0
002660.SZ,20190423,20181231,蓝顺明,7843204,2.86,0
002661.SZ,20190419,20181231,南县克明食品集团有限公司,115500000,34.8,0
002662.SZ,20190424,20181231,殷利洲,4174300,0.28,0
002663.SZ,20190426,20181231,冯钊华,23245215,1.29,0
002664.SZ,20190413,20181231,尹强,11250000,2.81,0
002665.SZ,20190427,20181231,北京首航波纹管制造有限公司,508192988,20.02,0
002666.SZ,20190403,20181231,罗甸,2837441,0.38,0
002667.SZ,20190424,20181231,杨永伟,2040000,0.88,0
002668.SZ,20190427,20181231,赵国栋,182029912,16.79,0
002669.SZ,20190416,20181231,北京柘量投资中心(有限合伙),2792100,1.16,0
002670.SZ,20190430,20181231,中江国际信托股份有限公司,339244507,17.53,0
002671.SZ,20190328,20181231,李久成,3911629,0.83,0
002672.SZ,20190329,20181231,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金,18145811,2.05,0
002673.SZ,20190426,20181231,紫光集团有限公司,33243505,0.95,0
002674.SZ,20190326,20181231,吴美莉,3794656,1.26,0
002675.SZ,20190201,20181231,由守谊,107899065,13.45,0
002676.SZ,20190429,20181231,蒋九明,199374660,27.69,0
002677.SZ,20190322,20181231,徐建龙,26987358,4.18,0
002678.SZ,20190330,20181231,张理楚,6313815,0.46,0
002679.SZ,20190425,20181231,林霞,1357759,0.58,0
002681.SZ,20190429,20181231,肖武,39299968,1.9,0
002682.SZ,20190423,20181231,王跃荣,5616001,1,0
002683.SZ,20190418,20181231,郑明钗,38181818,5.4,0
002684.SZ,20190430,20181231,深圳平湖金控资本投资管理有限公司,17155927,3.02,0
002685.SZ,20190425,20181231,翁霖,14047619,1.39,0
002686.SZ,20190426,20181231,吴警卫,13383400,3.02,0
002687.SZ,20190410,20181231,池也,10000000,2.82,0
002688.SZ,20190329,20181231,谢昌贤,3330000,0.52,0
002689.SZ,20190418,20181231,侯连君,2535390,0.24,0
002690.SZ,20190403,20181231,国泰君安证券-建设银行-国泰君安君得鑫股票集合资产管理计划,13385895,1.98,0
002691.SZ,20190418,20181231,乔贵彩,3685262,1.08,0
002692.SZ,20190430,20181231,汪素香,4754100,0.66,0
002693.SZ,20190419,20181231,段德金,1435480,0.35,0
002694.SZ,20190426,20181231,越野一族(北京)投资管理有限公司,9144475,1.53,0
002695.SZ,20190329,20181231,褚浚,16544000,3.22,0
002696.SZ,20190430,20181231,蔡晶,29704335,7.51,0
002697.SZ,20190327,20181231,四川三新创业投资有限责任公司,60000000,4.41,0
002698.SZ,20190419,20181231,成芳,8646904,1.27,0
002699.SZ,20190430,20181231,新昌县宏盛投资有限公司,53222400,5.85,0
002700.SZ,20190424,20181231,胡中友,25344000,6,0
002701.SZ,20190430,20181231,上海原龙投资控股(集团)有限公司,813243324,34.53,0
002702.SZ,20190320,20181231,滕用伟,38420000,7.99,0
002703.SZ,20190325,20181231,张世权,26391580,3.34,0
002705.SZ,20190427,20181231,东菱电器集团有限公司,203813682,25.06,0
002706.SZ,20190322,20181231,卢生江,17522592,2.23,0
002707.SZ,20190423,20181231,韩丽,18638524,2.19,0
002708.SZ,20190425,20181231,程上柏,9876780,2.11,0
002709.SZ,20190423,20181231,李兴华,6476070,1.91,0
002712.SZ,20190427,20181231,金元顺安基金-浙商银行-爱建信托-爱建信托欣欣15号事务管理类单一资金信托,21659778,3.73,0
002713.SZ,20190422,20181231,北京东易天正投资有限公司,161798714,61.6,0
002714.SZ,20190327,20181231,钱瑛,27077832,1.3,0
002715.SZ,20190430,20181231,李区,1594860,1.73,0
002716.SZ,20190430,20181231,农银汇理(上海)资产-农业银行-华宝信托-投资【6】号集合资金信托计划,6449165,0.67,0
002717.SZ,20190326,20181231,上银基金-浦发银行-上银基金财富64号资产管理计划,24346907,2.38,0
002718.SZ,20190427,20181231,嘉兴市友邦电器有限公司,5867062,6.7,0
002719.SZ,20190425,20181231,新疆聚和盛投资有限公司,7981273,4.58,0
002721.SZ,20190418,20181231,陈宝康,33570000,4.02,0
002722.SZ,20190404,20181231,洪亮,4278807,2.44,0
002723.SZ,20190429,20181231,余运秀,6790000,3.56,0
002724.SZ,20190423,20181231,刘记沁,2597220,0.36,0
002725.SZ,20190403,20181231,林平,12160000,4.75,0
002726.SZ,20190427,20181231,莱阳银龙投资有限公司,60520000,8,0
002727.SZ,20190226,20181231,刘琼,95648000,16.85,0
002728.SZ,20190228,20181231,许松青,20700000,10.3,0
002729.SZ,20190427,20181231,中央汇金资产管理有限责任公司,979400,1.47,0
002730.SZ,20190429,20181231,施隆,2062500,0.64,0
002731.SZ,20190425,20181231,深圳市翠艺投资有限公司,46000000,30.53,0
002732.SZ,20190323,20181231,林卫东,785319,0.5,0
002733.SZ,20190424,20181231,徐可蓉,885641,0.25,0
002734.SZ,20190412,20181231,胡海鹏,3747248,1.32,0
002735.SZ,20190426,20181231,林燕双,1009400,1.2,0
002736.SZ,20190420,20181231,中国证券金融股份有限公司,75086423,0.92,0
002737.SZ,20190321,20181231,张权,5622308,0.96,0
002738.SZ,20190424,20181231,王平卫,7452000,2.97,0
002739.SZ,20190426,20181231,王思聪,13018470,0.74,0
002740.SZ,20190426,20181231,苏清香,6997742,2.12,0
002741.SZ,20190425,20181231,郑侠,23490000,6.28,0
002742.SZ,20190423,20181231,林乐芬,1366000,0.32,0
002743.SZ,20190425,20181231,于渭明,1195000,0.35,0
002745.SZ,20190402,20181231,中山市小榄镇城建资产经营有限公司,28630600,2.24,0
002746.SZ,20190423,20181231,中国农业银行股份有限公司-大成景阳领先混合型证券投资基金,2000083,0.65,0
002747.SZ,20190426,20181231,司景戈,10425000,1.24,0
002748.SZ,20190419,20181231,江西电化高科有限责任公司,18400000,7.67,0
002749.SZ,20190426,20181231,颜小燕,3468000,1.58,0
002750.SZ,20190313,20181231,胡锦奎,598000,0.15,0
002751.SZ,20190429,20181231,程灏鹏,1415200,0.92,0
002752.SZ,20190427,20181231,林建高,1512845,0.18,0
002753.SZ,20190426,20181231,刘东竹,3375000,1.01,0
002755.SZ,20190430,20181231,陈会利,13852763,8.04,0
002756.SZ,20190416,20181231,永兴达实业有限公司,2580726,0.72,0
002757.SZ,20190427,20181231,林旺南,4186900,3.19,0
002758.SZ,20190420,20181231,周志法,2780050,1.32,0
002759.SZ,20190426,20181231,韩伟波,1977970,0.44,0
002760.SZ,20190427,20181231,陈也寒,3000000,3.41,0
002761.SZ,20190330,20181231,黄娅妮,45568448,22.34,0
002762.SZ,20190420,20181231,林浩茂,9169825,2.57,0
002763.SZ,20190425,20181231,周猛,901050,0.23,0
002765.SZ,20190326,20181231,邱英,2148200,0.51,0
002766.SZ,20190430,20181231,李贤彩,6393400,1.52,0
002767.SZ,20190425,20181231,石义民,33750000,22.5,0
002768.SZ,20190423,20181231,王爱国,126000000,46.45,0
002769.SZ,20190429,20181231,深圳市聚智通信息技术有限公司,19743607,5.29,0
002770.SZ,20190427,20181231,王宇骅,39763200,3.63,0
002771.SZ,20190327,20181231,杨波,1715188,1.06,0
002772.SZ,20190329,20181231,雷小刚,2642867,0.71,0
002773.SZ,20190429,20181231,钟建荣,8138061,1.21,0
002774.SZ,20190329,20181231,罗爱武,4237255,1.24,0
002775.SZ,20190423,20181231,孙潜,7280000,1.42,0
002776.SZ,20190416,20181231,陈秋明,15042526,4.17,0
002777.SZ,20190424,20181231,王卒,2900000,1.68,0
002778.SZ,20190425,20181231,许志坚,2308600,2.59,0
002779.SZ,20190425,20181231,吴晨璐,3465000,2.63,0
002780.SZ,20190315,20181231,倪正东,3640586,3.25,0
002781.SZ,20190429,20181231,叶秀冬,10800000,4.8,0
002782.SZ,20190322,20181231,深圳市盛妍投资有限公司,151500000,35.56,0
002783.SZ,20190420,20181231,鲍训俊,2992800,0.9,0
002785.SZ,20190427,20181231,连捷资本(香港)有限公司,9999988,5,0
002786.SZ,20190427,20181231,杨洚,1155000,0.3,0
002787.SZ,20190429,20181231,陆杏坤,2681928,0.88,0
002788.SZ,20190419,20181231,张_瑛,1767500,0.92,0
002789.SZ,20190425,20181231,田锁占,1683000,1.22,0
002790.SZ,20190423,20181231,罗金辉,6720000,2.63,0
002791.SZ,20190419,20181231,白宝鹏,4823100,1.5,0
002792.SZ,20190425,20181231,姜金锁,1874000,0.83,0
002793.SZ,20190226,20181231,钟薇薇,791600,0.4,0
002795.SZ,20190221,20181231,刘铸宽,295200,0.15,0
002796.SZ,20190228,20181231,韩裕玉,35688000,31.8,0
002797.SZ,20190330,20181231,厦门富友邦投资有限公司,21577942,0.62,0
002798.SZ,20190330,20181231,鲍杰军,40202134,10.43,0
002799.SZ,20190330,20181231,陈成宗,205750,0.14,0
002800.SZ,20190322,20181231,赵素菲,1125000,1.51,0
002801.SZ,20190320,20181231,何思昀,1656000,1.41,0
002802.SZ,20190429,20181231,许端平,3000015,2.77,0
002803.SZ,20190429,20181231,厦门吉宏包装科技股份有限公司-第一期员工持股计划,3352269,1.7,0
002805.SZ,20190419,20181231,赵光辉,42200000,43.54,0
002806.SZ,20190409,20181231,孙逢春,1691467,0.96,0
002807.SZ,20190315,20181231,江阴法尔胜钢铁制品有限公司,45684355,2.58,0
002808.SZ,20190427,20181231,余仲清,2099200,1.09,0
002809.SZ,20190430,20181231,韩强,823750,0.65,0
002810.SZ,20190312,20181231,毕文娟,7897030,6.63,0
002811.SZ,20190429,20181231,深圳市亚泰中兆投资管理有限公司,15349500,8.53,0
002812.SZ,20190426,20181231,Paul Xiaoming Lee,80584658,17.01,0
002813.SZ,20190426,20181231,陈守峰,399960,0.33,0
002815.SZ,20190320,20181231,余忠,9843200,1.18,0
002816.SZ,20190425,20181231,浙江亿品创业投资有限公司,2137500,2.14,0
002817.SZ,20190426,20181231,余春禄,2800000,3.23,0
002818.SZ,20190329,20181231,中国银行股份有限公司-华泰柏瑞量化阿尔法灵活配置混合型证券投资基金,843037,0.19,0
002819.SZ,20190320,20181231,西藏景源投资管理有限公司,1671800,1.47,0
002820.SZ,20190316,20181231,柯宇红,1649888,0.81,0
002821.SZ,20190316,20181231,招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金,2018101,0.87,0
002822.SZ,20190426,20181231,邓会生,10509750,1.75,0
002823.SZ,20190429,20181231,深圳凯合投资合伙企业(有限合伙),11708277,4.02,0
002824.SZ,20190323,20181231,霍润,20825421,11.34,0
002825.SZ,20190201,20181231,上海纳印投资管理有限公司,3534402,2.52,0
002826.SZ,20190424,20181231,庞国强,5744681,3.03,0
002827.SZ,20190419,20181231,西藏高争(集团)有限责任公司,107827329,58.6,0
002828.SZ,20190412,20181231,白黎年,4760000,2.33,0
002829.SZ,20190424,20181231,杭州鏖鼎投资合伙企业(有限合伙),4704846,2.93,0
002830.SZ,20190420,20181231,谢心,1500000,1.12,0
002831.SZ,20190323,20181231,深圳市裕同电子有限公司,8334900,2.08,0
002832.SZ,20190420,20181231,谢炳銮,8840000,4.87,0
002833.SZ,20190427,20181231,刘风华,2000000,1.48,0
002835.SZ,20190425,20181231,叶飞雄,540556,0.25,0
002836.SZ,20190425,20181231,亿泽控股有限公司,103632000,64.77,0
002837.SZ,20190410,20181231,吴刚,5320535,2.47,0
002838.SZ,20190424,20181231,伍社毛,5891652,2.34,0
002839.SZ,20190427,20181231,江苏国泰国际集团有限公司,138098675,7.64,0
002840.SZ,20190423,20181231,正大(中国)投资有限公司,7350150,2.74,0
002841.SZ,20190403,20181231,吴彩平,22545600,3.44,0
002842.SZ,20190430,20181231,佘周鹏,2550000,1.5,0
002843.SZ,20190319,20181231,北海国声投资有限公司,675000,0.48,0
002845.SZ,20190315,20181231,深圳市泰欣德投资企业(有限合伙),9072000,4.47,0
002846.SZ,20190429,20181231,江涛,255280,0.13,0
002847.SZ,20190309,20181231,湖南盐津铺子控股有限公司,48381503,39.02,0
002848.SZ,20190423,20181231,孙二花,2671200,1.6,0
002849.SZ,20190426,20181231,许国寅,3300000,2.49,0
002850.SZ,20190413,20181231,励建炬,24964401,11.89,0
002851.SZ,20190417,20181231,李升付,15773100,5.04,0
002852.SZ,20190411,20181231,扶绥君创商贸合伙企业(有限合伙),17340000,6,0
002853.SZ,20190404,20181231,中山市盛和正道投资企业(有限合伙),17154505,11.04,0
002855.SZ,20190427,20181231,捷荣科技集团有限公司,126000000,52.5,0
002856.SZ,20190429,20181231,深圳市深腾投资发展有限公司,27960960,22.99,0
002857.SZ,20190430,20181231,郑州恒晖企业管理咨询有限公司,6673703,5.21,0
002858.SZ,20190329,20181231,夏青,30300000,23.99,0
002859.SZ,20190316,20181231,浙江元龙投资管理有限公司,125888275,48.71,0
002860.SZ,20190426,20181231,车宝根,1116084,0.96,0
002861.SZ,20190425,20181231,通城县瀛海投资管理有限公司,4168000,3.4,0
002862.SZ,20190425,20181231,蔡锦贤,1770100,2.21,0
002863.SZ,20190423,20181231,君润国际投资有限公司,70550000,18.74,0
002864.SZ,20190429,20181231,谢晓锋,980000,1.13,0
002865.SZ,20190427,20181231,郭俊福,290400,0.24,0
002866.SZ,20190316,20181231,江苏高投润泰创业投资合伙企业(有限合伙),5792350,2.37,0
002867.SZ,20190423,20181231,北极光投资有限公司,64218192,13.23,0
002868.SZ,20190416,20181231,福州市鼓楼区富杰投资有限公司,8460000,7.05,0
002869.SZ,20190426,20181231,李娜,5600000,4.75,0
002870.SZ,20190425,20181231,李汉永,731100,0.66,0
002871.SZ,20190425,20181231,曹小毛,438090,0.38,0
002872.SZ,20190426,20181231,彭志红,5480000,1.72,0
002873.SZ,20190329,20181231,王金华,4402830,3.76,0
002875.SZ,20190327,20181231,徐文利,13669500,10.35,0
002876.SZ,20190419,20181231,王贡献,949087,1.19,0
002877.SZ,20190422,20181231,沈剑飞,1360000,0.65,0
002878.SZ,20190419,20181231,基本养老保险基金一二零三组合,1325294,1.02,0
002879.SZ,20190319,20181231,母斌,1959941,1.01,0
002880.SZ,20190412,20181231,朱雪松,300000,0.28,0
002881.SZ,20190426,20181231,林雅菲,239390,0.13,0
002882.SZ,20190413,20181231,黄丕勇,1500000,0.35,0
002883.SZ,20190425,20181231,陈峻,2206080,2.55,0
002884.SZ,20190319,20181231,施宗梅,19320000,15.59,0
002885.SZ,20190420,20181231,深圳市佳盈盛投资管理有限公司,5043150,4.2,0
002886.SZ,20190423,20181231,何征,21260295,18.07,0
002887.SZ,20190403,20181231,卢云平,1500000,0.94,0
002888.SZ,20190330,20181231,HONGBO YAO,78269616,62.78,0
